gene_id,studyshield_score,permutation_count,empirical_p,bh_fdr
Solyc09g011610,0.7560115294251288,1000,0.02097902097902098,0.03333652648721142
Solyc06g061170,0.6141502334128572,1000,0.02097902097902098,0.03333652648721142
Solyc03g116510,0.5930160044395956,1000,0.02097902097902098,0.03333652648721142
Solyc07g008430,-0.5495573190916844,1000,0.02097902097902098,0.03333652648721142
Solyc08g077550,-0.5763701699480268,1000,0.02097902097902098,0.03333652648721142
Solyc03g026210,-0.5988578886087691,1000,0.02097902097902098,0.03333652648721142
Solyc09g092130,-0.6003426160223483,1000,0.02097902097902098,0.03333652648721142
Solyc12g014570,-0.6023381680805532,1000,0.02097902097902098,0.03333652648721142
Solyc01g107730,-0.6143113409689311,1000,0.02097902097902098,0.03333652648721142
Solyc03g118510,-0.6149056042801542,1000,0.02097902097902098,0.03333652648721142
Solyc12g015690,-0.6616040519987217,1000,0.02097902097902098,0.03333652648721142
Solyc12g070080,0.6529396294122787,1000,0.02197802197802198,0.0337675569463649
Solyc01g080410,0.6117029181216355,1000,0.02197802197802198,0.0337675569463649
Solyc07g054800,0.5975386647328313,1000,0.02197802197802198,0.0337675569463649
Solyc10g006720,0.5881858901478358,1000,0.02197802197802198,0.0337675569463649
Solyc03g006760,-0.5962065931746254,1000,0.02197802197802198,0.0337675569463649
Solyc05g056170,-0.6026805537987273,1000,0.02197802197802198,0.0337675569463649
Solyc10g044680,-0.6063328750823108,1000,0.02197802197802198,0.0337675569463649
Solyc01g104850,-0.6134033026580339,1000,0.02197802197802198,0.0337675569463649
Solyc12g040640,-0.6160669186108721,1000,0.02197802197802198,0.0337675569463649
Solyc07g049300,-0.7915043810156359,1000,0.02197802197802198,0.0337675569463649
Solyc10g051120,0.6038595939210057,1000,0.022977022977022976,0.03472748749621714
Solyc03g031880,0.5849039245193447,1000,0.022977022977022976,0.03472748749621714
Solyc03g045070,-0.5813357820871258,1000,0.022977022977022976,0.03472748749621714
Solyc06g082460,-0.6043285013754364,1000,0.022977022977022976,0.03472748749621714
Solyc07g056540,-0.619285171096463,1000,0.022977022977022976,0.03472748749621714
Solyc08g066260,0.6129853538090768,1000,0.023976023976023976,0.03520530102808584
Solyc10g009260,0.5689836516805612,1000,0.023976023976023976,0.03520530102808584
Solyc10g005210,-0.5792145521660191,1000,0.023976023976023976,0.03520530102808584
Solyc02g083450,-0.5919628339798699,1000,0.023976023976023976,0.03520530102808584
Solyc02g078040,-0.6075628952827141,1000,0.023976023976023976,0.03520530102808584
Solyc01g104900,-0.6121237546184757,1000,0.023976023976023976,0.03520530102808584
Solyc11g006670,-0.6157563078593528,1000,0.023976023976023976,0.03520530102808584
Solyc02g069670,-0.6163051988010281,1000,0.023976023976023976,0.03520530102808584
Solyc10g080390,-0.6172515986509259,1000,0.023976023976023976,0.03520530102808584
Solyc10g080210,0.6116581604519963,1000,0.024975024975024976,0.035438567548659296
Solyc03g098740,0.6028253051520919,1000,0.024975024975024976,0.035438567548659296
Solyc07g055690,0.5655893186849343,1000,0.024975024975024976,0.035438567548659296
Solyc06g075720,0.5621319766521365,1000,0.024975024975024976,0.035438567548659296
Solyc03g007780,0.5010428660396138,1000,0.024975024975024976,0.035438567548659296
Solyc02g063030,-0.607882052143362,1000,0.024975024975024976,0.035438567548659296
Solyc12g099430,-0.6125892323527307,1000,0.024975024975024976,0.035438567548659296
Solyc10g047240,-0.6134216539130346,1000,0.024975024975024976,0.035438567548659296
Solyc02g083670,-0.6136445798983244,1000,0.024975024975024976,0.035438567548659296
Solyc01g099630,-0.6468053650679436,1000,0.024975024975024976,0.035438567548659296
Solyc02g089080,-0.7702805127335333,1000,0.024975024975024976,0.035438567548659296
Solyc04g076220,0.6128318850714338,1000,0.025974025974025976,0.036410719190175383
Solyc03g117630,0.6045633217203682,1000,0.025974025974025976,0.036410719190175383
Solyc09g074630,-0.6133452965152189,1000,0.025974025974025976,0.036410719190175383
Solyc02g088100,-0.614972043513151,1000,0.025974025974025976,0.036410719190175383
Solyc07g008620,0.601585957393115,1000,0.026973026973026972,0.03713793624772853
Solyc06g074000,-0.5755266212189225,1000,0.026973026973026972,0.03713793624772853
Solyc06g009190,-0.5883287249131632,1000,0.026973026973026972,0.03713793624772853
Solyc06g074260,-0.6136249603501912,1000,0.026973026973026972,0.03713793624772853
Solyc12g006660,-0.7140466805297496,1000,0.026973026973026972,0.03713793624772853
Solyc11g006250,-0.7955191375416844,1000,0.026973026973026972,0.03713793624772853
Solyc12g096570,0.5888391659393782,1000,0.027972027972027972,0.03839947035213307
Solyc01g088400,0.6121039220278929,1000,0.028971028971028972,0.03919112957013832
Solyc01g006540,0.5921907714012701,1000,0.028971028971028972,0.03919112957013832
Solyc06g050870,0.5727759718027384,1000,0.028971028971028972,0.03919112957013832
Solyc09g061890,-0.5415346175878103,1000,0.028971028971028972,0.03919112957013832
Solyc03g078150,-0.5799634314909724,1000,0.028971028971028972,0.03919112957013832
Solyc04g015640,-0.5461056376710366,1000,0.029970029970029972,0.04042469158748229
Solyc02g079490,0.5954921374288005,1000,0.030969030969030968,0.04165110252066774
Solyc11g072040,-0.5474758191893736,1000,0.03196803196803197,0.04287042437331455
Solyc05g050290,0.3514496801684666,1000,0.03296703296703297,0.044082718434303454
Solyc08g061020,-0.5370847120759,1000,0.03396603396603397,0.04528804528804529
Solyc09g011470,0.6035349630397138,1000,0.03496503496503497,0.046221584683123144
