gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,differential
Solyc01g073770,673.2248677452275,-0.6549010160315711,0.15903406745482487,-4.11799199072615,3.821879755179094e-5,7.638357853822274e-5,FALSE
Solyc10g083950,112.6802426033416,0.7975738983056482,0.1937049558176219,4.117467696885278,3.830582006589454e-5,7.654917820103699e-5,FALSE
Solyc03g113750,207.57814647310443,-0.7445347344348141,0.1808451501999324,-4.11697374030599,3.8387979237497245e-5,7.670502416553389e-5,FALSE
Solyc06g071540,10.347509895580442,3.6139923401743586,0.8778945519405739,4.116658808493205,3.844044873609675e-5,7.680151821711406e-5,TRUE
Solyc01g106560,582.7742968162199,-0.4860584930071087,0.11811063574861046,-4.115281320148402,3.8670747509642076e-5,7.725324401975117e-5,FALSE
Solyc09g065950,1032.2387550521591,0.3882355051216911,0.09434246734146151,4.115172266128234,3.8689035809659764e-5,7.72813805594888e-5,FALSE
Solyc10g080710,3974.9578615115815,-0.28439486050229396,0.06912825536144607,-4.114017618632185,3.888317384326123e-5,7.766073280754794e-5,FALSE
Solyc01g112250,3007.862835660475,0.38532243630928803,0.09366292817109662,4.113926863416111,3.889847221010913e-5,7.768284786946617e-5,FALSE
Solyc02g063090,1900.4951977899357,-0.30846285465183193,0.07500430643287637,-4.112601920102877,3.9122465941702806e-5,7.812169144105177e-5,FALSE
Solyc01g005100,343.5085344464127,-0.5193148474784556,0.12628025730901496,-4.112399345272656,3.9156820770216084e-5,7.81818003930577e-5,FALSE
Solyc11g012810,387.5474558770242,-0.48733899682466586,0.11852720348396288,-4.111621488569115,3.9289004363507646e-5,7.843720321615564e-5,FALSE
Solyc11g072440,847.6645685038592,-0.3812894930837731,0.09276391184873958,-4.110321411471975,3.95108763907605e-5,7.887158656654906e-5,FALSE
Solyc07g018200,5.627722883973205,5.6957679660867795,1.3858427349328255,4.109967042084948,3.957155923719468e-5,7.898414478364274e-5,TRUE
Solyc06g060460,406.6216120386844,-0.5065003506207753,0.12324467619376792,-4.109713833191825,3.961497335008007e-5,7.906221421067441e-5,FALSE
Solyc06g054020,2198.883375680788,0.32193467149910826,0.07833841511292397,4.109537715755967,3.964519634226921e-5,7.911394315674499e-5,FALSE
Solyc03g115860,1343.2563349050683,-0.44888056296827317,0.1092470918936854,-4.108855944697408,3.976239950346582e-5,7.93392152471738e-5,FALSE
Solyc01g088030,237.8464981883371,-0.6153165816311089,0.14977949102643504,-4.1081497701344825,3.988414452312009e-5,7.957349997487699e-5,FALSE
Solyc03g116350,933.8492487979657,-0.3789969441756916,0.09226041552070896,-4.107904154091103,3.992657176796031e-5,7.964950285517248e-5,FALSE
Solyc01g107020,240.30801110035782,-0.6063146717617208,0.1476054474987251,-4.107671376877589,3.996682078692482e-5,7.9721144371315e-5,FALSE
