gene_id,effect_source_a,effect_source_b,same_direction,minimum_absolute_effect
Solyc10g054670,0.41003999255952384,0.41048177083333354,True,0.41003999255952384
Solyc12g040640,-0.8142206101190474,-0.40904017857142866,True,0.40904017857142866
Solyc03g120890,-0.4080984933035714,-0.6122116815476191,True,0.4080984933035714
Solyc11g007540,-0.40771484375000006,-0.5330403645833333,True,0.40771484375000006
Solyc12g055840,-0.40568033854166674,-0.5042724609375,True,0.40568033854166674
Solyc10g054840,-0.5256696428571429,-0.40545944940476203,True,0.40545944940476203
Solyc05g055400,-0.496640159970238,-0.4050292968750001,True,0.4050292968750001
Solyc11g044910,0.49376860119047616,0.4049711681547619,True,0.4049711681547619
Solyc07g054800,0.8856026785714286,0.404727027529762,True,0.404727027529762
Solyc05g054330,-0.4040411086309525,-0.42358979724702384,True,0.4040411086309525
Solyc02g067320,-0.4037969680059524,-0.46041434151785704,True,0.4037969680059524
Solyc01g099630,-0.4528459821428573,-0.4036574590773811,True,0.4036574590773811
Solyc08g075490,-0.6520879836309526,-0.4034598214285715,True,0.4034598214285715
Solyc03g121720,-0.4033551897321428,-0.7121930803571429,True,0.4033551897321428
Solyc03g112130,-0.4025646391369048,-0.5844959077380952,True,0.4025646391369048
Solyc08g076520,-0.40469215029761896,-0.40115792410714296,True,0.40115792410714296
Solyc01g108880,0.4735630580357143,0.3986235119047619,True,0.3986235119047619
Solyc02g077790,0.5277506510416666,0.39827473958333315,True,0.39827473958333315
Solyc05g054090,-0.45861235119047594,-0.39792596726190477,True,0.39792596726190477
Solyc08g066430,0.45886811755952395,0.3976004464285713,True,0.3976004464285713
Solyc01g099660,0.5013718377976191,0.3955659412202382,True,0.3955659412202382
Solyc07g041640,-0.5654761904761906,-0.3939557756696428,True,0.3939557756696428
Solyc06g009190,-0.4758765811011905,-0.393798828125,True,0.393798828125
Solyc02g077330,-0.45059058779761907,-0.393159412202381,True,0.393159412202381
Solyc07g063350,-0.5208449590773809,-0.39299665178571436,True,0.39299665178571436
Solyc07g061970,-0.4752720424107143,-0.39242699032738104,True,0.39242699032738104
Solyc12g088350,0.4234444754464286,0.3899507068452382,True,0.3899507068452382
Solyc06g084030,-0.5620233444940477,-0.38945661272321425,True,0.38945661272321425
Solyc06g074260,-0.43117559523809523,-0.38709077380952395,True,0.38709077380952395
Solyc02g092120,0.45625232514880965,0.38585844494047616,True,0.38585844494047616
Solyc02g092110,0.4161551339285715,0.3801153273809524,True,0.3801153273809524
Solyc06g035580,-0.573428199404762,-0.3794759114583334,True,0.3794759114583334
Solyc05g011960,0.5136486235119048,0.3781156994047619,True,0.3781156994047619
Solyc03g118060,0.4217471168154762,0.37799944196428575,True,0.37799944196428575
Solyc05g011970,0.47358630952380965,0.37683686755952384,True,0.37683686755952384
Solyc06g051800,0.5537225632440477,0.37612769717261907,True,0.37612769717261907
Solyc06g074000,-0.6530412946428571,-0.3751511346726191,True,0.3751511346726191
Solyc09g075140,-0.46477399553571425,-0.3699893043154762,True,0.3699893043154762
Solyc03g118100,0.5835077194940477,0.36928594680059523,True,0.36928594680059523
Solyc06g072700,-0.41801525297619047,-0.36910574776785715,True,0.36910574776785715
Solyc08g006310,-0.4141206287202382,-0.36724562872023814,True,0.36724562872023814
Solyc06g064900,0.4585309709821429,0.36525762648809523,True,0.36525762648809523
Solyc09g065670,-0.42561848958333354,-0.3639090401785714,True,0.3639090401785714
Solyc05g015360,0.40644182477678575,0.36389741443452384,True,0.36389741443452384
Solyc06g072650,0.5408296130952381,0.3630777994791667,True,0.3630777994791667
Solyc02g021680,0.4929315476190475,0.3617117745535714,True,0.3617117745535714
Solyc10g018780,-0.47722516741071436,-0.3610200427827381,True,0.3610200427827381
Solyc10g011950,-0.6425548735119048,-0.35920642671130953,True,0.35920642671130953
Solyc09g007940,-0.43931361607142855,-0.35681733630952384,True,0.35681733630952384
Solyc02g078040,-0.4080636160714285,-0.3559221540178572,True,0.3559221540178572
Solyc11g011210,0.4472423735119048,0.35575939360119047,True,0.35575939360119047
Solyc06g053950,0.4723772321428572,0.3536958240327381,True,0.3536958240327381
Solyc01g096740,0.4270135788690477,0.35278901599702384,True,0.35278901599702384
Solyc04g076220,0.5775320870535714,0.35031854538690466,True,0.35031854538690466
