gene_id,binding_replicates,source_peak_count,max_peak_score,min_peak_fdr,replicate_ids,admitted_binding
Solyc03g097810,2,2,1.337958,0.00668,GSM989347;GSM989349,True
Solyc03g114070,2,2,1.337958,0.01161,GSM989347;GSM989349,True
Solyc03g007050,2,2,1.334086,0.02138,GSM989347;GSM989349,True
Solyc03g083340,2,2,1.334086,0.02726,GSM989347;GSM989349,True
Solyc03g117280,2,2,1.334086,0.02138,GSM989347;GSM989349,True
Solyc03g120710,2,2,1.334086,0.02579,GSM989347;GSM989349,True
Solyc01g007030,2,2,1.330836,0.01053,GSM989347;GSM989349,True
Solyc01g007040,2,2,1.330836,0.01053,GSM989347;GSM989349,True
Solyc01g008510,2,2,1.330836,0.03154,GSM989347;GSM989349,True
Solyc01g008520,2,2,1.330836,0.03154,GSM989347;GSM989349,True
Solyc01g100350,2,2,1.330836,0.02714,GSM989347;GSM989349,True
Solyc01g107380,2,2,1.330836,0.03154,GSM989347;GSM989349,True
Solyc01g108500,2,2,1.330836,0.02817,GSM989347;GSM989349,True
Solyc01g108530,2,3,1.330836,0.0,GSM989347;GSM989349,True
Solyc01g108540,2,2,1.330836,0.0,GSM989347;GSM989349,True
Solyc01g108560,2,2,1.330836,0.0,GSM989347;GSM989349,True
Solyc05g005500,2,2,1.329187,0.00898,GSM989347;GSM989349,True
Solyc05g005510,2,2,1.329187,0.00898,GSM989347;GSM989349,True
Solyc05g005520,2,2,1.329187,0.00898,GSM989347;GSM989349,True
Solyc05g050990,2,2,1.329187,0.01238,GSM989347;GSM989349,True
Solyc05g007770,2,2,1.323327,0.03154,GSM989347;GSM989349,True
Solyc07g009160,2,2,1.323202,0.03154,GSM989347;GSM989349,True
Solyc07g056130,2,2,1.323202,0.03154,GSM989347;GSM989349,True
Solyc07g056370,2,2,1.323202,0.03154,GSM989347;GSM989349,True
Solyc07g065290,2,2,1.323202,0.00805,GSM989347;GSM989349,True
Solyc01g010870,2,2,1.321317,0.0188,GSM989347;GSM989349,True
Solyc01g094820,2,3,1.321317,0.01439,GSM989347;GSM989349,True
Solyc06g075170,2,2,1.321273,0.01161,GSM989347;GSM989349,True
Solyc09g061280,2,2,1.321154,0.00898,GSM989347;GSM989349,True
Solyc09g091260,2,2,1.321154,0.00554,GSM989347;GSM989349,True
Solyc10g080770,2,2,1.319683,0.00898,GSM989347;GSM989349,True
Solyc10g085250,2,2,1.319683,0.00929,GSM989347;GSM989349,True
Solyc10g085270,2,2,1.319683,0.00929,GSM989347;GSM989349,True
Solyc10g085280,2,2,1.319683,0.00929,GSM989347;GSM989349,True
Solyc04g007500,2,3,1.318474,0.01161,GSM989347;GSM989349,True
Solyc04g078810,2,2,1.318474,0.01161,GSM989347;GSM989349,True
Solyc09g015830,2,2,1.315994,0.01702,GSM989347;GSM989349,True
Solyc09g015840,2,2,1.315994,0.01702,GSM989347;GSM989349,True
Solyc09g065030,2,2,1.315994,0.03154,GSM989347;GSM989349,True
Solyc02g079440,2,2,1.315666,0.01702,GSM989347;GSM989349,True
Solyc02g079450,2,2,1.315666,0.01702,GSM989347;GSM989349,True
Solyc02g079760,2,2,1.315666,0.00805,GSM989347;GSM989349,True
Solyc02g085030,2,2,1.315666,0.00949,GSM989347;GSM989349,True
Solyc02g088910,2,2,1.315666,0.01702,GSM989347;GSM989349,True
Solyc02g089060,2,2,1.315666,0.01702,GSM989347;GSM989349,True
Solyc06g053220,2,2,1.313757,0.02138,GSM989347;GSM989349,True
Solyc06g054670,2,2,1.313757,0.01702,GSM989347;GSM989349,True
Solyc06g059720,2,2,1.313757,0.02138,GSM989347;GSM989349,True
Solyc06g059800,2,2,1.313757,0.01702,GSM989347;GSM989349,True
Solyc06g062670,2,3,1.313757,0.02408,GSM989347;GSM989349,True
Solyc06g065980,2,2,1.313757,0.02184,GSM989347;GSM989349,True
Solyc05g008600,2,2,1.309624,0.0192,GSM989347;GSM989348,True
Solyc05g008610,2,2,1.309624,0.0192,GSM989347;GSM989348,True
Solyc08g005760,2,2,1.309178,0.00694,GSM989347;GSM989349,True
Solyc08g014130,2,2,1.309178,0.02817,GSM989347;GSM989349,True
Solyc08g062860,2,2,1.309178,0.02817,GSM989347;GSM989349,True
Solyc08g081010,2,2,1.309178,0.03154,GSM989347;GSM989349,True
Solyc08g081710,2,2,1.309178,0.01897,GSM989347;GSM989349,True
Solyc02g064660,2,2,1.308949,0.02138,GSM989347;GSM989349,True
Solyc02g064680,2,2,1.308949,0.02138,GSM989347;GSM989349,True
Solyc02g068190,2,2,1.308949,0.01914,GSM989347;GSM989349,True
Solyc02g077240,2,2,1.308949,0.02138,GSM989347;GSM989349,True
Solyc02g083750,2,4,1.308949,0.02726,GSM989347;GSM989349,True
Solyc02g084420,2,3,1.308949,0.00877,GSM989347;GSM989349,True
Solyc02g084430,2,3,1.308949,0.00877,GSM989347;GSM989349,True
Solyc02g088090,2,2,1.308949,0.00999,GSM989347;GSM989349,True
Solyc02g088380,2,2,1.308949,0.01119,GSM989347;GSM989349,True
Solyc02g090510,2,3,1.308949,0.02579,GSM989347;GSM989349,True
Solyc10g077020,2,2,1.307994,0.02184,GSM989347;GSM989349,True
Solyc12g006970,2,2,1.307277,0.00707,GSM989347;GSM989349,True
Solyc12g011340,2,2,1.306918,0.02184,GSM989347;GSM989349,True
Solyc12g087950,2,2,1.306918,0.02138,GSM989347;GSM989349,True
Solyc03g007310,2,2,1.305325,0.00694,GSM989347;GSM989349,True
Solyc03g098320,2,2,1.305325,0.01439,GSM989347;GSM989349,True
Solyc03g115910,2,3,1.305325,0.00694,GSM989347;GSM989349,True
Solyc03g115920,2,3,1.305325,0.00694,GSM989347;GSM989349,True
Solyc03g115930,2,3,1.305325,0.00694,GSM989347;GSM989349,True
Solyc03g116460,2,2,1.305325,0.00694,GSM989347;GSM989349,True
Solyc03g116470,2,2,1.305325,0.00694,GSM989347;GSM989349,True
Solyc03g116480,2,2,1.305325,0.00694,GSM989347;GSM989349,True
Solyc11g011430,2,2,1.304285,0.02579,GSM989347;GSM989349,True
Solyc11g011440,2,2,1.304285,0.02579,GSM989347;GSM989349,True
Solyc11g072660,2,2,1.304285,0.01702,GSM989347;GSM989349,True
Solyc04g007720,2,2,1.302196,0.03154,GSM989347;GSM989349,True
Solyc04g015520,2,2,1.302196,0.00999,GSM989347;GSM989349,True
Solyc04g054980,2,2,1.302196,0.02817,GSM989347;GSM989349,True
Solyc04g071150,2,2,1.302196,0.03154,GSM989347;GSM989349,True
Solyc04g079120,2,2,1.302196,0.01119,GSM989347;GSM989349,True
Solyc05g009150,2,2,1.297539,0.01161,GSM989347;GSM989349,True
Solyc05g024010,2,2,1.297539,0.00668,GSM989347;GSM989349,True
Solyc05g024020,2,2,1.297539,0.00668,GSM989347;GSM989349,True
Solyc03g007980,2,2,1.293659,0.01119,GSM989347;GSM989349,True
Solyc03g007990,2,2,1.293659,0.01119,GSM989347;GSM989349,True
Solyc03g008000,2,2,1.293659,0.01119,GSM989347;GSM989349,True
Solyc03g025260,2,2,1.293659,0.03154,GSM989347;GSM989349,True
Solyc03g081240,2,2,1.293659,0.01034,GSM989347;GSM989349,True
Solyc03g093060,2,2,1.293659,0.01914,GSM989347;GSM989349,True
Solyc01g006830,2,2,1.289248,0.01372,GSM989347;GSM989349,True
Solyc01g081080,2,2,1.289248,0.03017,GSM989347;GSM989349,True
Solyc01g094200,2,2,1.289248,0.02721,GSM989347;GSM989349,True
Solyc01g095010,2,2,1.289248,0.03177,GSM989347;GSM989349,True
Solyc01g095020,2,2,1.289248,0.03177,GSM989347;GSM989349,True
Solyc01g096050,2,2,1.289248,0.02088,GSM989347;GSM989349,True
Solyc01g100110,2,2,1.289248,0.03815,GSM989347;GSM989349,True
Solyc01g104980,2,2,1.289248,0.03177,GSM989347;GSM989349,True
Solyc01g104990,2,2,1.289248,0.03177,GSM989347;GSM989349,True
Solyc06g008300,2,2,1.289047,0.01439,GSM989347;GSM989349,True
Solyc06g083980,2,2,1.289047,0.01032,GSM989347;GSM989349,True
Solyc06g083990,2,2,1.289047,0.01032,GSM989347;GSM989349,True
Solyc08g075540,2,2,1.288824,0.01439,GSM989347;GSM989349,True
Solyc07g055920,2,2,1.288325,0.01032,GSM989347;GSM989349,True
Solyc01g103370,2,2,1.288284,0.01702,GSM989347;GSM989349,True
Solyc04g082770,2,2,1.286316,0.00694,GSM989347;GSM989349,True
Solyc08g078300,2,2,1.285512,0.00877,GSM989347;GSM989348,True
Solyc05g008930,2,2,1.281973,0.00693,GSM989347;GSM989349,True
Solyc05g052690,2,2,1.281973,0.03177,GSM989347;GSM989349,True
Solyc05g052700,2,2,1.281973,0.03177,GSM989347;GSM989349,True
Solyc05g052710,2,2,1.281973,0.03177,GSM989347;GSM989349,True
Solyc05g054410,2,2,1.281973,0.02088,GSM989347;GSM989349,True
Solyc02g085600,2,3,1.281931,0.02138,GSM989347;GSM989349,True
Solyc07g017540,2,2,1.281851,0.00693,GSM989347;GSM989349,True
Solyc07g017550,2,2,1.281851,0.00693,GSM989347;GSM989349,True
Solyc07g064250,2,2,1.281851,0.01034,GSM989347;GSM989349,True
Solyc07g064260,2,2,1.281851,0.01034,GSM989347;GSM989349,True
Solyc06g036260,2,2,1.275117,0.02831,GSM989347;GSM989349,True
Solyc06g051860,2,2,1.275117,0.02138,GSM989347;GSM989349,True
Solyc06g051870,2,2,1.275117,0.02138,GSM989347;GSM989349,True
Solyc06g051880,2,2,1.275117,0.02138,GSM989347;GSM989349,True
Solyc06g051890,2,2,1.275117,0.02138,GSM989347;GSM989349,True
Solyc06g051900,2,2,1.275117,0.02138,GSM989347;GSM989349,True
Solyc06g062960,2,2,1.275117,0.01023,GSM989347;GSM989349,True
Solyc06g063300,2,2,1.275117,0.01761,GSM989347;GSM989349,True
Solyc06g068720,2,2,1.275117,0.01119,GSM989347;GSM989349,True
Solyc06g068730,2,2,1.275117,0.01119,GSM989347;GSM989349,True
Solyc06g068740,2,2,1.275117,0.01119,GSM989347;GSM989349,True
Solyc06g068750,2,2,1.275117,0.01119,GSM989347;GSM989349,True
Solyc06g069720,2,2,1.275117,0.02726,GSM989347;GSM989349,True
Solyc06g069730,2,2,1.275117,0.02726,GSM989347;GSM989349,True
Solyc06g073460,2,2,1.275117,0.02726,GSM989347;GSM989349,True
Solyc06g074650,2,2,1.275117,0.01761,GSM989347;GSM989349,True
Solyc06g074660,2,2,1.275117,0.01761,GSM989347;GSM989349,True
Solyc03g123570,2,2,1.272692,0.01702,GSM989347;GSM989349,True
Solyc10g009110,2,2,1.270781,0.03815,GSM989347;GSM989348,True
Solyc02g067980,2,2,1.269284,0.01897,GSM989347;GSM989349,True
Solyc02g083410,2,2,1.269284,0.03154,GSM989347;GSM989349,True
Solyc02g084940,2,2,1.269284,0.03154,GSM989347;GSM989349,True
Solyc02g084950,2,2,1.269284,0.03154,GSM989347;GSM989349,True
Solyc02g089840,2,2,1.269284,0.01119,GSM989347;GSM989349,True
Solyc02g089850,2,2,1.269284,0.01119,GSM989347;GSM989349,True
Solyc02g090620,2,2,1.269284,0.03154,GSM989347;GSM989349,True
Solyc08g079020,2,2,1.268266,0.01023,GSM989347;GSM989349,True
Solyc08g079670,2,3,1.268266,0.01119,GSM989347;GSM989349,True
Solyc08g079680,2,3,1.268266,0.01119,GSM989347;GSM989349,True
Solyc08g081180,2,2,1.268266,0.03177,GSM989347;GSM989349,True
Solyc08g081340,2,2,1.268266,0.01595,GSM989347;GSM989349,True
Solyc12g098320,2,3,1.266077,0.01034,GSM989347;GSM989349,True
Solyc12g098340,2,3,1.266077,0.01034,GSM989347;GSM989349,True
Solyc12g099120,2,2,1.266077,0.00805,GSM989347;GSM989349,True
Solyc10g007310,2,2,1.265801,0.0,GSM989347;GSM989349,True
Solyc10g008470,2,2,1.265801,0.03125,GSM989347;GSM989349,True
Solyc10g008500,2,2,1.265801,0.01372,GSM989347;GSM989349,True
Solyc10g008510,2,2,1.265801,0.01372,GSM989347;GSM989349,True
Solyc10g055720,2,2,1.265801,0.02579,GSM989347;GSM989349,True
Solyc10g083570,2,2,1.265801,0.02138,GSM989347;GSM989349,True
Solyc10g083580,2,2,1.265801,0.02138,GSM989347;GSM989349,True
Solyc10g084370,2,2,1.265801,0.02138,GSM989347;GSM989349,True
Solyc11g011850,2,2,1.263526,0.02579,GSM989347;GSM989349,True
Solyc11g011860,2,2,1.263526,0.02579,GSM989347;GSM989349,True
Solyc11g051160,2,2,1.263526,0.02138,GSM989347;GSM989349,True
Solyc04g005670,2,2,1.261503,0.01595,GSM989347;GSM989349,True
Solyc04g082010,2,2,1.261503,0.03862,GSM989347;GSM989349,True
Solyc04g082020,2,2,1.261503,0.03862,GSM989347;GSM989349,True
Solyc09g092680,2,2,1.258242,0.00694,GSM989347;GSM989349,True
Solyc09g092690,2,2,1.258242,0.00694,GSM989347;GSM989349,True
Solyc08g081230,2,2,1.256603,0.00805,GSM989347;GSM989349,True
Solyc01g087190,2,2,1.255251,0.01991,GSM989347;GSM989349,True
Solyc01g104050,2,2,1.255251,0.00972,GSM989347;GSM989349,True
Solyc04g009560,2,2,1.254158,0.01702,GSM989347;GSM989349,True
Solyc04g009580,2,2,1.254158,0.01702,GSM989347;GSM989349,True
Solyc03g034130,2,2,1.253232,0.03567,GSM989347;GSM989349,True
Solyc03g034140,2,2,1.253232,0.03567,GSM989347;GSM989349,True
Solyc03g118080,2,2,1.253232,0.02579,GSM989347;GSM989349,True
Solyc01g006540,2,2,1.247659,0.02579,GSM989347;GSM989349,True
Solyc01g081610,2,2,1.247659,0.01376,GSM989347;GSM989349,True
Solyc01g095510,2,2,1.247659,0.04612,GSM989347;GSM989349,True
Solyc12g009060,2,2,1.246473,0.01027,GSM989347;GSM989349,True
Solyc12g013760,2,2,1.246473,0.00668,GSM989347;GSM989349,True
Solyc12g013770,2,2,1.246473,0.00668,GSM989347;GSM989349,True
Solyc05g007010,2,2,1.240619,0.02138,GSM989347;GSM989349,True
Solyc05g051780,2,2,1.240619,0.03815,GSM989347;GSM989349,True
Solyc05g053630,2,2,1.240619,0.03125,GSM989347;GSM989349,True
Solyc05g053640,2,2,1.240619,0.03125,GSM989347;GSM989349,True
Solyc07g006950,2,2,1.240501,0.01991,GSM989347;GSM989349,True
Solyc07g039410,2,2,1.240501,0.02579,GSM989347;GSM989349,True
Solyc07g039420,2,2,1.240501,0.02579,GSM989347;GSM989349,True
Solyc07g052420,2,2,1.240501,0.03175,GSM989347;GSM989349,True
Solyc07g052430,2,2,1.240501,0.03175,GSM989347;GSM989349,True
Solyc07g052440,2,2,1.240501,0.03175,GSM989347;GSM989349,True
Solyc07g056390,2,2,1.240501,0.03125,GSM989347;GSM989349,True
Solyc07g063870,2,2,1.240501,0.03815,GSM989347;GSM989349,True
Solyc03g119740,2,2,1.240058,0.02138,GSM989347;GSM989349,True
Solyc01g108420,2,2,1.238322,0.03312,GSM989348;GSM989349,True
Solyc01g108430,2,2,1.238322,0.03312,GSM989348;GSM989349,True
Solyc06g011580,2,2,1.236477,0.03154,GSM989347;GSM989349,True
Solyc06g065650,2,2,1.236477,0.03154,GSM989347;GSM989349,True
Solyc06g073740,2,2,1.236477,0.02579,GSM989347;GSM989349,True
Solyc09g005320,2,2,1.233744,0.02138,GSM989347;GSM989349,True
Solyc02g078150,2,2,1.229618,0.03862,GSM989347;GSM989349,True
Solyc02g078160,2,2,1.229618,0.03862,GSM989347;GSM989349,True
Solyc02g079750,2,2,1.229618,0.01595,GSM989347;GSM989349,True
Solyc02g083880,2,2,1.229618,0.03175,GSM989347;GSM989349,True
Solyc08g007850,2,2,1.227354,0.04083,GSM989347;GSM989349,True
Solyc08g061480,2,2,1.227354,0.03125,GSM989347;GSM989349,True
Solyc08g067410,2,2,1.227354,0.00999,GSM989347;GSM989349,True
Solyc08g075560,2,2,1.227354,0.01372,GSM989347;GSM989349,True
Solyc08g075570,2,2,1.227354,0.01372,GSM989347;GSM989349,True
Solyc12g014510,2,3,1.225236,0.01702,GSM989347;GSM989349,True
Solyc12g057060,2,2,1.225236,0.01439,GSM989347;GSM989349,True
Solyc12g057070,2,2,1.225236,0.01439,GSM989347;GSM989349,True
Solyc12g094460,2,2,1.225236,0.02721,GSM989347;GSM989349,True
Solyc12g094520,2,2,1.225236,0.03517,GSM989347;GSM989349,True
Solyc12g094530,2,2,1.225236,0.03517,GSM989347;GSM989349,True
Solyc12g094540,2,2,1.225236,0.03517,GSM989347;GSM989349,True
Solyc12g100180,2,2,1.225236,0.02184,GSM989347;GSM989349,True
Solyc11g005130,2,2,1.225197,0.01439,GSM989347;GSM989349,True
Solyc11g005140,2,2,1.225197,0.01439,GSM989347;GSM989349,True
Solyc11g072600,2,2,1.225197,0.01439,GSM989347;GSM989349,True
Solyc06g065710,2,2,1.224594,0.02138,GSM989347;GSM989349,True
Solyc07g062760,2,2,1.223909,0.02138,GSM989347;GSM989349,True
Solyc10g054670,2,2,1.223608,0.02579,GSM989347;GSM989349,True
Solyc11g006130,2,2,1.222767,0.01702,GSM989347;GSM989349,True
Solyc11g065070,2,2,1.222767,0.01702,GSM989347;GSM989349,True
Solyc04g072620,2,2,1.220809,0.02721,GSM989347;GSM989349,True
Solyc04g072640,2,2,1.220809,0.02184,GSM989347;GSM989349,True
Solyc02g065670,2,2,1.214461,0.03175,GSM989347;GSM989349,True
Solyc02g065680,2,2,1.214461,0.03175,GSM989347;GSM989349,True
Solyc02g070890,2,2,1.214461,0.01376,GSM989347;GSM989349,True
Solyc02g078590,2,2,1.214461,0.01372,GSM989347;GSM989349,True
Solyc03g031420,2,2,1.212805,0.04379,GSM989347;GSM989349,True
Solyc03g083100,2,2,1.212805,0.02579,GSM989347;GSM989349,True
Solyc03g083110,2,2,1.212805,0.02579,GSM989347;GSM989349,True
Solyc03g115870,2,2,1.212805,0.03175,GSM989347;GSM989349,True
Solyc03g116510,2,2,1.212805,0.04612,GSM989347;GSM989349,True
Solyc03g116520,2,2,1.212805,0.04612,GSM989347;GSM989349,True
Solyc03g121400,2,2,1.207425,0.02579,GSM989347;GSM989349,True
Solyc01g096000,2,2,1.206071,0.04054,GSM989347;GSM989349,True
Solyc05g008110,2,2,1.199265,0.03312,GSM989347;GSM989349,True
Solyc05g008130,2,2,1.199265,0.03312,GSM989347;GSM989349,True
Solyc05g051660,2,2,1.199265,0.00877,GSM989347;GSM989349,True
Solyc06g009370,2,2,1.197837,0.03815,GSM989347;GSM989349,True
Solyc06g060510,2,2,1.197837,0.01761,GSM989347;GSM989349,True
Solyc06g060520,2,2,1.197837,0.01761,GSM989347;GSM989349,True
Solyc06g066470,2,2,1.197837,0.01053,GSM989347;GSM989349,True
Solyc06g068510,2,2,1.197837,0.01761,GSM989347;GSM989349,True
Solyc06g068520,2,2,1.197837,0.01761,GSM989347;GSM989349,True
Solyc06g068530,2,2,1.197837,0.01761,GSM989347;GSM989349,True
Solyc06g075740,2,2,1.197837,0.03175,GSM989347;GSM989349,True
Solyc06g082210,2,2,1.197837,0.03177,GSM989347;GSM989349,True
Solyc06g082540,2,2,1.197837,0.02721,GSM989347;GSM989349,True
Solyc06g084120,2,2,1.197837,0.0,GSM989347;GSM989349,True
Solyc06g084130,2,2,1.197837,0.0,GSM989347;GSM989349,True
Solyc09g008320,2,2,1.19533,0.02138,GSM989347;GSM989349,True
Solyc10g085680,2,2,1.193999,0.02138,GSM989347;GSM989349,True
Solyc10g085690,2,2,1.193999,0.02138,GSM989347;GSM989349,True
Solyc07g049690,2,2,1.191701,0.02579,GSM989347;GSM989349,True
Solyc02g062380,2,2,1.189953,0.04612,GSM989347;GSM989349,True
Solyc02g062390,2,2,1.189953,0.04612,GSM989347;GSM989349,True
Solyc02g076800,2,3,1.189953,0.03517,GSM989347;GSM989349,True
Solyc02g094030,2,2,1.189953,0.04612,GSM989347;GSM989349,True
Solyc12g044240,2,2,1.184394,0.01376,GSM989347;GSM989349,True
Solyc12g044990,2,2,1.184394,0.04054,GSM989347;GSM989349,True
Solyc12g056460,2,2,1.184394,0.01761,GSM989347;GSM989349,True
Solyc11g006280,2,2,1.182008,0.01023,GSM989347;GSM989349,True
Solyc11g007490,2,2,1.182008,0.03815,GSM989347;GSM989349,True
Solyc11g007500,2,2,1.182008,0.03815,GSM989347;GSM989349,True
Solyc11g007510,2,2,1.182008,0.03815,GSM989347;GSM989349,True
Solyc11g066040,2,2,1.182008,0.04054,GSM989347;GSM989349,True
Solyc10g078430,2,2,1.181414,0.02088,GSM989347;GSM989349,True
Solyc04g080540,2,2,1.180115,0.04054,GSM989347;GSM989349,True
Solyc04g080960,2,2,1.180115,0.04054,GSM989347;GSM989349,True
Solyc01g102500,2,2,1.164482,0.03815,GSM989347;GSM989349,True
Solyc10g007720,2,2,1.162578,0.02579,GSM989347;GSM989349,True
Solyc10g007730,2,2,1.162578,0.02579,GSM989347;GSM989349,True
Solyc08g016210,2,2,1.159941,0.03175,GSM989347;GSM989349,True
Solyc08g016220,2,2,1.159941,0.03175,GSM989347;GSM989349,True
Solyc06g068600,2,2,1.159197,0.03517,GSM989347;GSM989349,True
Solyc06g068610,2,2,1.159197,0.03517,GSM989347;GSM989349,True
Solyc06g082430,2,2,1.159197,0.03567,GSM989347;GSM989349,True
Solyc05g012790,2,2,1.157911,0.01053,GSM989347;GSM989349,True
Solyc07g047700,2,2,1.157801,0.01761,GSM989347;GSM989349,True
Solyc07g065250,2,2,1.157801,0.00877,GSM989347;GSM989349,True
Solyc07g065260,2,2,1.157801,0.00877,GSM989347;GSM989349,True
Solyc12g006240,2,2,1.155268,0.02138,GSM989347;GSM989349,True
Solyc11g008140,2,2,1.141249,0.03314,GSM989347;GSM989349,True
Solyc11g011750,2,2,1.141249,0.00899,GSM989347;GSM989349,True
Solyc05g009520,2,2,1.139303,0.00693,GSM989347;GSM989349,True
Solyc05g051190,2,2,1.139303,0.03175,GSM989347;GSM989349,True
Solyc10g084600,2,2,1.139221,0.0358,GSM989347;GSM989349,True
Solyc06g071230,2,2,1.127916,0.03815,GSM989347;GSM989349,True
Solyc09g091040,2,2,1.11037,0.0358,GSM989347;GSM989349,True
Solyc03g112060,2,2,1.109526,0.04217,GSM989347;GSM989349,True
Solyc12g007180,2,2,1.102712,0.02753,GSM989347;GSM989349,True
Solyc12g007190,2,2,1.102712,0.02753,GSM989347;GSM989349,True
Solyc06g053840,2,2,1.09569,0.01897,GSM989347;GSM989349,True
Solyc06g054020,2,2,1.081918,0.04379,GSM989347;GSM989349,True
Solyc06g059760,2,2,1.081918,0.02721,GSM989347;GSM989349,True
Solyc01g096650,2,2,1.081305,0.04217,GSM989347;GSM989349,True
Solyc01g096660,2,2,1.081305,0.04217,GSM989347;GSM989349,True
Solyc01g096670,2,2,1.081305,0.04217,GSM989347;GSM989349,True
Solyc11g005370,2,2,1.072047,0.03815,GSM989347;GSM989349,True
Solyc11g005380,2,2,1.072047,0.03815,GSM989347;GSM989349,True
Solyc06g076330,2,2,1.004638,0.01593,GSM989347;GSM989349,True
Solyc06g076340,2,2,1.004638,0.01593,GSM989347;GSM989349,True
Solyc00g135040,1,1,3.134639,0.01811,GSM989349,False
Solyc00g135050,1,1,3.134639,0.01811,GSM989349,False
Solyc00g135060,1,1,3.134639,0.01811,GSM989349,False
Solyc00g112700,1,1,2.651293,0.04654,GSM989348,False
Solyc00g020970,1,1,2.589635,0.02961,GSM989348,False
Solyc00g020980,1,1,2.589635,0.02961,GSM989348,False
Solyc00g020990,1,1,2.589635,0.02961,GSM989348,False
Solyc00g286010,1,1,2.446548,0.02817,GSM989349,False
Solyc00g286020,1,1,2.446548,0.02817,GSM989349,False
Solyc00g286030,1,1,2.446548,0.02817,GSM989349,False
Solyc09g061790,1,1,2.436954,0.02632,GSM989348,False
Solyc00g185750,1,1,2.404661,0.04593,GSM989348,False
Solyc00g185850,1,1,2.404661,0.04593,GSM989348,False
Solyc00g021490,1,1,2.370093,0.03017,GSM989349,False
Solyc00g021500,1,1,2.370093,0.03017,GSM989349,False
Solyc00g021510,1,1,2.370093,0.03017,GSM989349,False
Solyc00g033860,1,3,2.370093,0.03177,GSM989349,False
Solyc00g033870,1,3,2.370093,0.03177,GSM989349,False
Solyc00g033880,1,3,2.370093,0.03177,GSM989349,False
Solyc00g033890,1,2,2.370093,0.03177,GSM989349,False
Solyc00g034000,1,3,2.370093,0.03177,GSM989349,False
Solyc00g033990,1,1,2.293638,0.04612,GSM989349,False
Solyc00g090120,1,1,2.293638,0.03517,GSM989349,False
Solyc00g090130,1,1,2.293638,0.03517,GSM989349,False
Solyc00g025510,1,1,2.281345,0.04785,GSM989348,False
Solyc00g104320,1,1,2.217184,0.04054,GSM989349,False
Solyc00g104330,1,1,2.217184,0.04054,GSM989349,False
Solyc10g054890,1,1,2.130426,0.01504,GSM989348,False
Solyc10g054900,1,1,2.130426,0.01504,GSM989348,False
Solyc01g098530,1,1,2.089668,0.01215,GSM989348,False
Solyc01g098540,1,1,2.089668,0.01215,GSM989348,False
Solyc08g075180,1,1,2.041695,0.01215,GSM989348,False
Solyc08g075190,1,1,2.041695,0.01215,GSM989348,False
Solyc07g063850,1,1,1.996904,0.0,GSM989347,False
Solyc09g072520,1,1,1.932866,0.0,GSM989349,False
Solyc12g009000,1,1,1.919536,0.01053,GSM989349,False
Solyc11g028270,1,1,1.874909,0.01974,GSM989349,False
Solyc03g077870,1,1,1.859025,0.02541,GSM989348,False
Solyc03g077880,1,1,1.859025,0.02541,GSM989348,False
Solyc03g077890,1,1,1.859025,0.02541,GSM989348,False
Solyc01g066020,1,1,1.857483,0.03715,GSM989348,False
Solyc02g088050,1,1,1.855427,0.0,GSM989347,False
Solyc02g088060,1,1,1.855427,0.0,GSM989347,False
Solyc02g088070,1,1,1.855427,0.0,GSM989347,False
Solyc00g014990,1,1,1.849739,0.04986,GSM989348,False
Solyc11g028090,1,1,1.834151,0.01425,GSM989349,False
Solyc05g052560,1,1,1.796055,0.0,GSM989348,False
Solyc10g008380,1,1,1.794043,0.03715,GSM989348,False
Solyc11g012960,1,1,1.762949,0.03947,GSM989348,False
Solyc11g012970,1,1,1.762949,0.03947,GSM989348,False
Solyc06g082780,1,1,1.761872,0.04421,GSM989348,False
Solyc06g082790,1,1,1.761872,0.04421,GSM989348,False
Solyc10g050930,1,1,1.756667,0.04184,GSM989348,False
Solyc10g084890,1,1,1.756667,0.04184,GSM989348,False
Solyc01g112000,1,1,1.750745,0.00047,GSM989347,False
Solyc03g093590,1,1,1.745208,0.04421,GSM989348,False
Solyc07g005490,1,2,1.725271,0.04421,GSM989348,False
Solyc01g095590,1,1,1.717712,0.0,GSM989347,False
Solyc11g028120,1,1,1.711874,0.03509,GSM989349,False
Solyc07g063110,1,1,1.707031,0.00047,GSM989347,False
Solyc01g100310,1,1,1.702693,0.04386,GSM989348,False
Solyc03g120840,1,1,1.696922,0.00085,GSM989347,False
Solyc02g088580,1,1,1.686751,0.0019,GSM989347,False
Solyc02g088590,1,1,1.686751,0.0019,GSM989347,False
Solyc05g054780,1,1,1.683802,0.04595,GSM989348,False
Solyc05g054790,1,1,1.683802,0.04595,GSM989348,False
Solyc00g015760,1,1,1.682001,0.03509,GSM989349,False
Solyc00g015770,1,1,1.682001,0.03509,GSM989349,False
Solyc10g006470,1,1,1.681916,0.04595,GSM989348,False
Solyc10g006480,1,1,1.681916,0.04595,GSM989348,False
Solyc10g006490,1,1,1.681916,0.04595,GSM989348,False
Solyc11g056650,1,1,1.671115,0.01811,GSM989349,False
Solyc03g113980,1,1,1.669329,0.04386,GSM989348,False
Solyc02g063100,1,1,1.665935,0.01868,GSM989349,False
Solyc02g063110,1,1,1.665935,0.01868,GSM989349,False
Solyc01g089980,1,1,1.663995,0.04654,GSM989348,False
