gene_id,effect_source_a,protein_description,protein_log2_BR8_vs_MG,protein_measured,protein_de_log2_ratio,protein_de_p,protein_de_fdr,phosphosite_de_count,phosphosite_max_abs_log2_ratio,phosphosite_representative_log2_ratio,phosphosite_min_fdr,phosphosite_ids,protein_differential_BR8_vs_MG,phosphosite_differential_BR8_vs_MG
Solyc00g060810,0.9264322916666669,Major latex-like protein  IPR000916  Bet v I allergen,4.546408357106287,True,4.633308333049806,2.60679039738498e-10,1.54667243337501e-09,,,,,,True,False
Solyc10g007600,-0.8172781808035714,"L-lactate dehydrogenase   IPR012133  Alpha-hydroxy acid dehydrogenase, FMN-dependent",-2.9467960226179515,True,-2.9494746054105576,1.27009013921795e-16,1.26832333580093e-14,2.0,2.5215056311547697,2.5215056311547697,5.04121205035685e-11,Solyc10g007600.2.1_S365;Solyc10g007600.2.1_T159,True,True
Solyc03g121180,-0.7310500372023809,"GDSL esterase_lipase At5g22810  IPR001087  Lipase, GDSL",-2.3685960326987905,True,-2.366902690136677,6.53026168008149e-15,2.46982833244954e-13,,,,,,True,False
Solyc11g010960,-0.7101585751488095,"Alcohol dehydrogenase  IPR002085  Alcohol dehydrogenase superfamily, zinc-containing",-3.357470476382516,True,-3.3578823507518263,3.74573140435098e-18,1.40873045939954e-15,3.0,2.0586512954573015,2.0586512954573015,2.07159697311163e-10,Solyc11g010960.1.1_S4;Solyc11g010960.1.1_T26,True,True
Solyc10g054900,-0.7546851748511905,,,,,,,,,,,,,
Solyc09g083190,-0.7066476004464286,,,,,,,,,,,,,
Solyc03g007780,0.7007649739583335,,,,,,,,,,,,,
Solyc06g071290,-0.7240513392857143,Betaine aldehyde dehydrogenase  IPR015590  Aldehyde dehydrogenase,-1.2957506388672697,True,-1.2968238348412404,6.25378624344346e-13,9.37329715543431e-12,,,,,,True,False
Solyc08g005770,0.8120465959821429,Alcohol acetyltransferase  IPR003480  Transferase,2.930122717526551,True,2.9303470393013704,1.04570884974075e-17,2.65677540304307e-15,2.0,1.0958668802283147,-1.0958668802283147,3.02260631850803e-08,Solyc08g005770.2.1_S203;Solyc08g005770.2.1_S204,True,True
Solyc02g065260,0.6795538039434523,,,,,,,,,,,,,
Solyc12g088220,0.7594459170386907,Branched-chain-amino-acid aminotransferase  IPR005786  Branched-chain amino acid aminotransferase II,2.0293790053079395,True,2.0291302830870275,4.66325719895285e-15,1.88395590837695e-13,1.0,2.0712392920293388,-2.0712392920293388,1.27996299095885e-10,Solyc12g088220.1.1_S219,True,True
Solyc02g089080,-0.7334333147321428,Rapid alkalinization factor 5,1.0114022661852233,True,1.05769983569929,1.34598111817876e-05,2.67990147364984e-05,,,,,,True,False
Solyc05g005550,-0.6761997767857144,BURP domain-containing protein (Fragment)  IPR004873  BURP,-0.058680873650367484,True,,,,,,,,,False,False
Solyc11g006250,-0.6651088169642858,"GDSL esterase_lipase At5g33370  IPR001087  Lipase, GDSL",-0.2799516227531534,True,,,,,,,,,False,False
Solyc01g110000,-0.6554478236607143,"Beta-galactosidase  IPR001944  Glycoside hydrolase, family 35",-0.09763714459294355,True,,,,,,,,,False,False
Solyc02g063030,-0.6543433779761905,,,,,,,,,,,,,
Solyc07g053540,-0.6821172805059526,Fasciclin-like arabinogalactan protein 4  IPR000782  FAS1 domain,-0.9518809857650802,True,-0.9517856083976697,8.49367885752926e-12,8.14366965325999e-11,,,,,,True,False
Solyc01g095080,0.6965680803571429,,,,,,,,,,,,,
Solyc01g107730,-0.6377766927083334,,,,,,,,,,,,,
Solyc09g014350,-0.6325218563988095,Glycerol-3-phosphate acyltransferase 6  IPR002123  Phospholipid_glycerol acyltransferase,-2.0035343035533213,True,-1.999422325497126,2.18298481106259e-14,6.18951651443384e-13,,,,,,True,False
Solyc05g012020,0.6180710565476191,"MADS-box transcription factor MADS-MC  IPR002487  Transcription factor, K-box",1.5279077610008962,True,1.5290801523792745,1.63797782168309e-15,8.27178799949964e-14,3.0,1.2163804734448238,1.2163804734448238,1.15110019322502e-09,Solyc05g012020.2.1_S84;Solyc05g012020.2.1_T83,True,True
Solyc01g108490,-0.7807965959821428,"Serine carboxypeptidase 1  IPR001563  Peptidase S10, serine carboxypeptidase",-1.298670563998814,True,-1.298825471540988,4.70834557761518e-13,7.31604466675591e-12,,,,,,True,False
Solyc10g084600,0.6166178385416667,"Plant-specific domain TIGR01589 family protein  IPR006476  Conserved hypothetical protein CHP01589, plant",1.1960871131530975,True,1.1967558213466132,3.02709957584412e-11,2.36007552895636e-10,,,,,,True,False
Solyc01g080280,-0.6291736421130953,"Glutamine synthetase  IPR008146  Glutamine synthetase, catalytic region",-0.4634206153351707,True,,,,,,,,,False,False
Solyc05g014280,0.6077008928571428,Heat shock protein  IPR002068  Heat shock protein Hsp20,3.113819182491569,True,3.1134118211089494,2.7882936946713e-18,1.18011211229707e-15,,,,,,True,False
Solyc02g067750,0.6055152529761905,Carbonic anhydrase  IPR001765  Carbonic anhydrase,3.121831500476911,True,3.115982339368049,4.09568651551654e-15,1.72523515402421e-13,,,,,,True,False
Solyc01g099040,0.5985979352678573,"GDSL esterase_lipase At5g03980  IPR001087  Lipase, GDSL",2.8759959306876572,True,2.876882570727886,1.13588507330824e-17,2.65677540304307e-15,,,,,,True,False
Solyc04g074110,-0.6375674293154763,,,,,,,,,,,,,
Solyc03g120570,0.5961914062500001,,,,,,,,,,,,,
Solyc01g080410,0.6901739211309523,Peptide methionine sulfoxide reductase msrB  IPR002579  Methionine sulphoxide reductase B,2.0829085830173852,True,2.085373029305293,1.9393719355074e-15,9.47095481471968e-14,1.0,1.3620613510275164,-1.3620613510275164,1.47415788782572e-08,Solyc01g080410.2.1_S132,True,True
Solyc08g081790,0.5942499069940477,Dirigent protein  IPR004265  Plant disease resistance response protein,1.2534233726440538,True,1.2521916681633782,1.62580192125718e-11,1.40702312328469e-10,,,,,,True,False
Solyc05g014000,-0.5887858072916667,Pectate lyase  IPR002022  Pectate lyase_Amb allergen,-2.4713495990627736,True,-2.463349937595824,1.49991924122082e-13,2.8093436703092e-12,,,,,,True,False
Solyc07g051950,0.5867164248511905,,,,,,,,,,,,,
Solyc08g007240,-0.6346726190476192,,,,,,,,,,,,,
Solyc05g053310,-0.596923828125,Stress responsive A_B barrel domain family protein  IPR013097  Stress responsive alpha-beta barrel,-1.2865429385538834,True,-1.2837550710906744,7.98821992834176e-12,7.72571259228526e-11,,,,,,True,False
Solyc10g047240,-0.5831240699404762,"Annexin  IPR009118  Annexin, type plant",-1.3909984979374705,True,-1.3916759334123547,4.50427131704317e-12,4.75462749000946e-11,,,,,,True,False
Solyc01g109920,0.6038876488095237,Dehydrin  IPR000167  Dehydrin,2.212159536810772,True,2.2108779297605583,5.54466492576419e-16,3.67768521344717e-14,,,,,,True,False
Solyc08g061020,-0.5768926711309526,,,,,,,,,,,,,
Solyc10g044680,-0.5735444568452381,,,,,,,,,,,,,
Solyc09g061890,-0.5695917038690477,,,,,,,,,,,,,
Solyc08g066240,0.5690976097470238,Decarboxylase family protein  IPR002129  Pyridoxal phosphate-dependent decarboxylase,3.9478164933546,True,3.9485134304714062,3.63657572554461e-20,1.61609425243202e-16,8.0,3.6187767735811205,-3.6187767735811205,8.77159935282956e-12,Solyc08g066240.2.1_S23;Solyc08g066240.2.1_S31;Solyc08g066240.2.1_S42;Solyc08g066240.2.1_S432;Solyc08g066240.2.1_T14;S23,True,True
Solyc01g074030,-0.5633486793154763,"Beta-glucosidase 01  IPR013781  Glycoside hydrolase, subgroup, catalytic core",-0.43324589966680155,True,,,,,,,,,False,False
Solyc02g083680,-0.6186058407738096,,,,,,,,,,,,,
Solyc08g005630,0.6587611607142858,Glucose-methanol-choline oxidoreductase  IPR012400  Long-chain fatty alcohol dehydrogenase,2.4750009566204816,True,2.4742013979769863,4.32160833428319e-17,5.73290371270284e-15,3.0,1.5028142497308825,-1.5028142497308825,3.44070653216879e-10,Solyc08g005630.2.1_S627;Solyc08g005630.2.1_S678,True,True
Solyc10g079050,0.5567452566964286,BHLH transcription factor  IPR011598  Helix-loop-helix DNA-binding,0.11495381189263601,True,,,,6.0,3.346133724232709,3.346133724232709,2.6300444447485e-12,Solyc10g079050.1.1_S131;Solyc10g079050.1.1_S20;Solyc10g079050.1.1_S61;S64;Solyc10g079050.1.1_S64;Solyc10g079050.1.1_T204,False,True
Solyc08g081220,-0.7006370907738095,Cytochrome P450,-2.354746838981814,True,-2.3546931739710915,7.32612229539884e-15,2.72445920341024e-13,,,,,,True,False
Solyc01g104900,-0.5545247395833333,NAC domain protein IPR003441 protein,-1.0226077509639375,True,-1.0244090767654683,2.98401102034871e-11,2.32852413949599e-10,,,,,,True,False
Solyc03g007930,-0.7803838820684526,,,,,,,,,,,,,
Solyc07g022900,-0.5523042224702381,"Chlorophyll a-b binding protein 4, chloroplastic  IPR001344  Chlorophyll A-B binding protein",-1.254545486369529,True,-1.2553807905006937,4.37004896768549e-12,4.64894555988412e-11,,,,,,True,False
Solyc03g013340,-0.643705822172619,,,,,,,,,,,,,
Solyc12g015630,-0.5481538318452381,,,,,,,,,,,,,
Solyc10g018140,0.5970865885416666,,,,,,,,,,,,,
Solyc10g080390,-0.5476539248511906,Serine_threonine protein kinase  IPR002290  Serine_threonine protein kinase,0.24571547100934238,True,,,,1.0,2.1895648714945812,-2.1895648714945812,1.04136816759176e-09,Solyc10g080390.1.1_S409,False,True
Solyc04g080250,0.5977957589285716,,,,,,,,,,,,,
Solyc09g072560,-0.7235979352678571,,,,,,,,,,,,,
Solyc02g088270,0.543829055059524,Genomic DNA chromosome 5 P1 clone MUL8  IPR018971  Protein of unknown function DUF1997,1.7308090301418753,True,1.7281637811422212,2.1008398257224e-13,3.65842304733213e-12,,,,,,True,False
Solyc03g117300,-0.5705450148809523,Nodulin-like protein  IPR010658  Nodulin-like,-0.2086911104947403,True,,,,,,,,,False,False
Solyc04g077640,0.5630580357142858,"Serine carboxypeptidase 1  IPR001563  Peptidase S10, serine carboxypeptidase",0.20555357789121473,True,,,,,,,,,False,False
Solyc08g066260,0.5417945498511906,,,,,,,,,,,,,
Solyc12g008430,0.75732421875,"Malic enzyme  IPR012302  Malic enzyme, NAD-binding",1.9826511963038709,True,1.9819655465269508,2.47358621030175e-16,2.0169939667121e-14,3.0,1.8160696753772847,1.8160696753772847,1.29005230880777e-08,Solyc12g008430.1.1_S16,True,True
Solyc02g091920,-0.5726376488095238,Xyloglucan endotransglucosylase_hydrolase 2  IPR016455  Xyloglucan endotransglucosylase_hydrolase,-1.6202070131104536,True,-1.620698271591224,5.44222820770586e-11,3.94217802038221e-10,,,,,,True,False
Solyc05g010320,-0.5304129464285715,,,,,,,,,,,,,
Solyc02g081600,-0.5266229538690477,,,,,,,,,,,,,
Solyc03g115640,-0.5256231398809523,,,,,,,,,,,,,
Solyc00g156980,-0.5230887276785715,,,,,,,,,,,,,
Solyc01g108730,0.5173572358630951,,,,,,,,,,,,,
Solyc02g088100,-0.5166596912202381,"Expansin  IPR007112  Expansin 45, endoglucanase-like  IPR007117  Pollen allergen_expansin, C-terminal",-0.47800034313765116,True,,,,,,,,,False,False
Solyc07g042390,-0.5619187127976191,Pectinesterase  IPR006501  Pectinesterase inhibitor,-0.3593190947548446,True,,,,,,,,,False,False
Solyc09g075810,-0.5164039248511905,Blue copper protein  IPR003245  Plastocyanin-like,-1.101552320974693,True,-1.1000218848708987,1.73180094610576e-12,2.16501757732877e-11,,,,,,True,False
Solyc10g080900,0.5162179129464286,3-oxoacyl-reductase  IPR002347  Glucose_ribitol dehydrogenase,2.4162078448479516,True,2.416900030296148,1.21385246631298e-17,2.76633864630508e-15,3.0,1.901082525345014,-1.901082525345014,5.22478962967286e-11,Solyc10g080900.1.1_S120;Solyc10g080900.1.1_S29,True,True
Solyc10g083400,0.5841820126488095,Cytochrome P450,1.9944886714738472,True,1.9971431436508411,1.42784855329455e-15,7.46512820098943e-14,1.0,2.0302299796562187,2.0302299796562187,6.51425062647964e-10,Solyc10g083400.1.1_S483,True,True
Solyc11g022590,-0.5130208333333333,"Kunitz trypsin inhibitor 4 (Fragment)  IPR002160  Proteinase inhibitor I3, Kunitz legume",-2.504590472296269,True,-2.468681895998721,1.52497149395996e-10,9.61272811228097e-10,,,,,,True,False
Solyc11g012880,-0.5070219494047621,,,,,,,,,,,,,
Solyc08g007850,0.5057779947916667,,,,,,,,,,,,,
Solyc12g096870,-0.5050223214285715,UDP-glucosyltransferase 1  IPR002213  UDP-glucuronosyl_UDP-glucosyltransferase,-2.070770880708901,True,-2.0708060684680802,1.12196948743199e-17,2.65677540304307e-15,,,,,,True,False
Solyc02g062390,0.5019414992559526,Unknown Protein  IPR000167  Dehydrin,1.7068208036333283,True,1.7037862350672692,9.035801621613e-13,1.25681071694673e-11,,,,,,True,False
Solyc01g104850,-0.5013718377976191,"Serine carboxypeptidase F13S12.6  IPR001563  Peptidase S10, serine carboxypeptidase",-0.7738734376834517,True,-0.7724233492171608,2.7237289482953e-07,7.50651252479028e-07,,,,,,True,False
Solyc05g015380,0.5041852678571429,,,,,,,,,,,,,
Solyc01g097770,-0.4983258928571429,Serine_threonine protein kinase  IPR002290  Serine_threonine protein kinase,-1.7088442495540437,True,-1.708973630224807,5.09036694465436e-15,2.00191068159681e-13,27.0,2.1120850896750962,-2.1120850896750962,2.71595556152457e-10,Solyc01g097770.2.1_S106;S110;S117;Solyc01g097770.2.1_S117;Solyc01g097770.2.1_S120;Solyc01g097770.2.1_S132;Solyc01g097770.2.1_S132;S145;Solyc01g097770.2.1_S145;Solyc01g097770.2.1_S312;Solyc01g097770.2.1_S313;Solyc01g097770.2.1_S339;S342;T343;Solyc01g097770.2.1_S342;T343;Solyc01g097770.2.1_S342;T343;T348;Solyc01g097770.2.1_S358;Solyc01g097770.2.1_S376;Solyc01g097770.2.1_S381;Solyc01g097770.2.1_S547;Solyc01g097770.2.1_S7;Solyc01g097770.2.1_T131;Solyc01g097770.2.1_T348;Solyc01g097770.2.1_T78,True,True
Solyc02g005110,-0.6477108909970238,,,,,,,,,,,,,
Solyc12g098490,-0.4973725818452381,Serine hydroxymethyltransferase  IPR001085  Serine hydroxymethyltransferase,-0.8982439700532991,True,-0.8972804820711674,2.82181488551593e-11,2.21949475243058e-10,,,,,,True,False
Solyc06g083070,-0.6175595238095238,,,,,,,,,,,,,
Solyc05g026240,-0.4960356212797618,"LRR receptor-like serine_threonine-protein kinase, RLP",-0.8362044878341324,True,-0.8367353020342901,2.8595855987482e-11,2.24522939944116e-10,,,,,,True,False
Solyc10g051120,0.4945242745535713,,,,,,,,,,,,,
Solyc01g080680,-0.6652599516369049,,,,,,,,,,,,,
Solyc02g065350,-0.4933965773809524,,,,,,,,,,,,,
Solyc03g071570,-0.4904552641369047,,,,,,,,,,,,,
Solyc05g012510,-0.4895600818452379,Phosphorylase  IPR011833  Glycogen_starch_alpha-glucan phosphorylase,-1.0112968865957352,True,-1.011034897028637,2.90478437351634e-10,1.70209073315497e-09,,,,,,True,False
Solyc09g066060,0.6534656343005953,,,,,,,,,,,,,
Solyc02g065280,0.4888974144345238,Methyl jasmonate esterase  IPR000073  Alpha_beta hydrolase fold-1,2.5046301843140335,True,2.5044158998970922,1.54059146446429e-13,2.86894198347351e-12,,,,,,True,False
Solyc03g112760,-0.5820428757440476,,,,,,,,,,,,,
Solyc04g064620,-0.5682779947916667,,,,,,,,,,,,,
Solyc01g058270,-0.4870954241071428,,,,,,,,,,,,,
Solyc05g018510,-0.5817173549107144,ABC transporter G family member 32  IPR013525  ABC-2 type transporter,-0.6968143632532365,True,-0.6982313193946128,6.15504242991986e-06,1.30190426266367e-05,4.0,2.1956103323938736,-2.1956103323938736,2.56166990480155e-09,Solyc05g018510.2.1_S12;S14;Solyc05g018510.2.1_S14;Solyc05g018510.2.1_S799;Solyc05g018510.2.1_S799;S804,True,True
Solyc10g024420,0.5718877883184524,"ABC transporter C family member 9  IPR001140  ABC transporter, transmembrane region",0.9963158368240315,True,0.9978780931050932,1.09328451900166e-11,1.00279801908016e-10,1.0,0.7899054749629658,0.7899054749629658,4.69608982784701e-07,Solyc10g024420.1.1_S869,True,True
Solyc12g009930,-0.4828287760416667,UDP-glucuronosyltransferase 1-6  IPR002213  UDP-glucuronosyl_UDP-glucosyltransferase,-2.1062056120957715,True,-2.105690506463262,5.44228356464943e-14,1.22458269171149e-12,,,,,,True,False
Solyc02g063150,-0.5658714657738096,"Ribulose bisphosphate carboxylase small chain  IPR000894  Ribulose bisphosphate carboxylase, small chain",-0.4506677958112792,True,,,,,,,,,False,False
Solyc02g092220,-0.4811662946428571,,,,,,,,,,,,,
Solyc08g067030,-0.5807989211309523,Os01g0611000 protein (Fragment)  IPR006946  Protein of unknown function DUF642,-0.6352728465555676,True,-0.6352458572764856,5.92208488239831e-09,2.40674396135145e-08,,,,,,True,False
Solyc03g113350,-0.4808407738095238,,,,,,,,,,,,,
Solyc07g054860,-0.6162458147321428,,,,,,,,,,,,,
Solyc02g038740,0.5063011532738096,,,,,,,,,,,,,
Solyc01g107890,-0.4799223400297619,,,,,,,,,,,,,
Solyc12g015690,-0.4782249813988095,Fasciclin-like arabinogalactan protein 10  IPR000782  FAS1 domain,-2.523901909183856,True,-2.5237917428681453,1.15633586528518e-16,1.2226881092974e-14,,,,,,True,False
Solyc06g048470,-0.4863048735119047,,,,,,,,,,,,,
Solyc03g006760,-0.4897693452380953,,,,,,,,,,,,,
Solyc12g006470,-0.6501697358630951,Aminotransferase-like protein  IPR005814  Aminotransferase class-III,-1.9403672887600374,True,-1.9404001400667592,2.32120804852583e-16,1.91026825326829e-14,,,,,,True,False
Solyc01g006540,0.47509765625,"Lipoxygenase  IPR001246  Lipoxygenase, plant",2.9989579073111856,True,2.999105655502258,1.46847748540653e-16,1.37387662003087e-14,3.0,2.172748700835691,-2.172748700835691,5.22430742468657e-11,Solyc01g006540.2.1_S249;Solyc01g006540.2.1_S382,True,True
Solyc03g113930,0.5889950706845237,class IV heat shock protein  IPR002068  Heat shock protein Hsp20,2.577785148817826,True,2.576752675529377,4.49569866486882e-16,3.19662157866832e-14,,,,,,True,False
Solyc03g118120,-0.4890950520833333,Transferase transferring glycosyl groups,0.04115694010260949,True,,,,,,,,,False,False
Solyc02g078340,0.5232863653273809,,,,,,,,,,,,,
Solyc10g047030,0.4718075706845238,"Beta-xylosidase 4  IPR001764  Glycoside hydrolase, family 3, N-terminal",0.24182116530586842,True,,,,,,,,,False,False
Solyc12g013710,-0.4703543526785715,Protochlorophyllide reductase  IPR005979  Light-dependent protochlorophyllide reductase,-2.2409901378803863,True,-2.2489704601753315,4.81339337886625e-12,5.03311062957215e-11,,,,,,True,False
Solyc08g080630,0.4701334635416666,"Chymotrypsin inhibitor-2  IPR000864  Proteinase inhibitor I13, potato inhibitor I",1.5791674684067316,True,1.576454651289388,2.55847639630617e-09,1.15254628537097e-08,,,,,,True,False
Solyc06g009770,-0.4699474516369047,,,,,,,,,,,,,
Solyc08g016310,-0.4680524553571429,,,,,,,,,,,,,
Solyc05g015370,0.4659946986607143,,,,,,,,,,,,,
Solyc01g097290,-0.5502174014136905,,,,,,,,,,,,,
Solyc09g031880,-0.5175083705357144,,,,,,,,,,,,,
Solyc01g088400,0.5799153645833333,CER1  IPR006694  Fatty acid hydroxylase,2.8420360298855236,True,2.8424232066790855,4.17627580454063e-16,3.01778368705342e-14,,,,,,True,False
Solyc12g070080,0.4626232328869048,,,,,,,,,,,,,
