gene_id,protein_description,protein_log2_BR8_vs_MG,protein_measured,protein_de_log2_ratio,protein_de_p,protein_de_fdr,phosphosite_de_count,phosphosite_max_abs_log2_ratio,phosphosite_representative_log2_ratio,phosphosite_min_fdr,phosphosite_ids,protein_differential_BR8_vs_MG,phosphosite_differential_BR8_vs_MG
Solyc01g102310,Unknown Protein,-2.192796796754517,True,-2.1930662426163927,5.02515945064892e-18,1.65420804434694e-15,19.0,1.5357374928889391,1.5357374928889391,1.44793445895233e-10,Solyc01g102310.2.1_S140;Solyc01g102310.2.1_S207;Solyc01g102310.2.1_S342;Solyc01g102310.2.1_S44;Solyc01g102310.2.1_S46;Solyc01g102310.2.1_S515;Solyc01g102310.2.1_S525;Solyc01g102310.2.1_S545;Solyc01g102310.2.1_S593;Solyc01g102310.2.1_S634;Solyc01g102310.2.1_S664;Solyc01g102310.2.1_S742;Solyc01g102310.2.1_T129;Solyc01g102310.2.1_T530,True,True
Solyc01g102330,"Acetyl xylan esterase A  IPR005181  Protein of unknown function DUF303, acetylesterase putative",-0.021534756963535705,True,,,,,,,,,False,False
Solyc01g102350,Pectinacetylesterase like protein (Fragment)  IPR004963  Pectinacetylesterase,-0.2754733060310738,True,,,,,,,,,False,False
Solyc01g102370,Flap structure specific endonuclease 1_yeast Rad,-0.3358478846782486,True,,,,,,,,,False,False
Solyc01g102390,Germin-like protein  IPR014710  RmlC-like jelly roll fold,0.09785654145975448,True,,,,,,,,,False,False
Solyc01g102410,"Glutaminyl-tRNA synthetase  IPR004526  Glutamyl-tRNA synthetase, class Ic, archaeal_eukaryotic cytosolic",0.04917175010415298,True,,,,,,,,,False,False
Solyc01g102470,Pentatricopeptide repeat-containing protein  IPR002885  Pentatricopeptide repeat,0.47864006232003575,True,,,,,,,,,False,False
Solyc01g102490,NADPH adrenodoxin oxidoreductase fprA (NADPH-ferredoxin reductase)  IPR000759  Adrenodoxin reductase,0.6203891741278361,True,0.6202734456232936,2.08082554943543e-11,1.72361393134968e-10,,,,,,True,False
Solyc01g102510,"Genomic DNA chromosome 5 P1 clone MXC17  IPR017986  WD40 repeat, region",-0.5202969304419917,True,,,,,,,,,False,False
Solyc01g102520,MLO-like protein 1  IPR004326  Mlo-related protein,-0.36058181918682886,True,,,,1.0,1.448967070376066,1.448967070376066,2.31279004036688e-08,Solyc01g102520.2.1_S424,False,True
Solyc01g102540,Nucleoporin,-0.28441755536166574,True,,,,,,,,,False,False
Solyc01g102550,Nucleoporin-like protein,-0.026718943898908575,True,,,,,,,,,False,False
Solyc01g102560,Eukaryotic translation initiation factor 3 subunit 8-like protein  IPR000717  Proteasome component region PCI,-0.5089478519636867,True,,,,,,,,,False,False
Solyc01g102580,"Endo-1 4-beta-glucanase  IPR008928  Six-hairpin glycosidase-like  IPR018221  Glycoside hydrolase, family 9, active site  IPR001701  Glycoside hydrolase, family 9",-0.26548005158640087,True,,,,,,,,,False,False
Solyc01g102590,Eukaryotic translation initiation factor 3 subunit 8-like protein  IPR000717  Proteasome component region PCI,-0.5627997538042454,True,,,,,,,,,False,False
Solyc01g102600,"Eukaryotic translation initiation factor 3 subunit 8-like protein  IPR008905  Eukaryotic translation initiation factor 3 subunit 8, N-terminal",-0.43323896747862467,True,,,,,,,,,False,False
Solyc01g102610,"Ferric reductase oxidase  IPR013130  Ferric reductase-like transmembrane component, N-terminal",-1.3004212691104373,True,-1.3010587840865464,1.81115276939073e-11,1.5316389928016e-10,1.0,0.7529472219144485,0.7529472219144485,1.00072343878217e-06,Solyc01g102610.2.1_S6,True,True
Solyc01g102660,Maleylacetoacetate isomerase _ glutathione S-transferase  IPR005955  Maleylacetoacetate isomerase,0.3143567920187192,True,,,,,,,,,False,False
Solyc01g102700,"Receptor like kinase, RLK",0.07769154761012545,True,,,,,,,,,False,False
Solyc01g102730,Cinnamoyl-CoA reductase family-binding domain,-0.3945450775516743,True,,,,,,,,,False,False
Solyc01g102750,"PHD finger family protein  IPR019787  Zinc finger, PHD-finger",0.0568397775141202,True,,,,,,,,,False,False
Solyc01g102760,PHD finger family protein,-0.23511768147685844,True,,,,,,,,,False,False
Solyc01g102800,"Histidyl-tRNA synthetase  IPR015807  Histidyl-tRNA synthetase, class IIa, subgroup",-0.00527930466204642,True,,,,1.0,0.639098761472616,0.639098761472616,4.24455074399119e-05,Solyc01g102800.2.1_S357,False,True
Solyc01g102820,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase  IPR001228  4-diphosphocytidyl-2C-methyl-D-erythritol synthase,-0.19691629897651103,True,,,,,,,,,False,False
Solyc01g102830,Unknown Protein,-0.06413470752936767,True,,,,,,,,,False,False
Solyc01g102940,"Methionine s-methyltransferase  IPR015424  Pyridoxal phosphate-dependent transferase, major region",-0.571902043672532,True,,,,,,,,,False,False
Solyc01g102950,FAD dependent oxidoreductase,0.010273987510424423,True,,,,,,,,,False,False
Solyc01g102960,class IV heat shock protein  IPR002068  Heat shock protein Hsp20,2.4920748523201333,True,2.4910699403088716,2.20917486399433e-14,6.23337974323225e-13,,,,,,True,False
Solyc01g102970,"RNA-binding protein  IPR012677  Nucleotide-binding, alpha-beta plait",-0.6825792482991111,True,-0.6826243275778625,2.30967915820026e-11,1.88507147457152e-10,,,,,,True,False
Solyc01g103010,Cullin-associated NEDD8-dissociated protein 2  IPR011989  Armadillo-like helical,-0.27110764574785834,True,,,,,,,,,False,False
Solyc01g103020,Survival of motor neuron-related-splicing factor 30  IPR018351  Tudor subgroup,-0.3853540416541697,True,,,,1.0,0.7155953894517101,0.7155953894517101,3.14880575347367e-05,Solyc01g103020.2.1_S273,False,True
Solyc01g103040,Mitotic checkpoint protein MAD1  IPR008672  Mitotic checkpoint,-0.4063665256101306,True,,,,,,,,,False,False
Solyc01g103080,"ATP-dependent RNA helicase DOB1  IPR016438  RNA helicase, ATP-dependent, SK12_DOB1",-0.3509497219278937,True,,,,,,,,,False,False
Solyc01g103100,Short-chain dehydrogenase_reductase SDR  IPR002347  Glucose_ribitol dehydrogenase,-0.15612165143943604,True,,,,,,,,,False,False
Solyc01g103110,Unknown Protein  IPR007434  Protein of unknown function DUF482,0.10964027604884398,True,,,,,,,,,False,False
Solyc01g103120,Dynamin-2A  IPR011993  Pleckstrin homology-type,-0.16513804898838663,True,,,,,,,,,False,False
Solyc01g103140,Voltage-gated chloride channel  IPR002251  Chloride channel plant CLC,-0.2341569609613199,True,,,,1.0,0.9485817026713724,0.9485817026713724,1.78436850222617e-08,Solyc01g103140.2.1_S28;S29,False,True
Solyc01g103150,"Os03g0731050 protein (Fragment)  IPR004949  Protein of unknown function DUF266, plant",-0.32355552410320537,True,,,,,,,,,False,False
Solyc01g103160,Pentatricopeptide repeat-containing protein  IPR002885  Pentatricopeptide repeat,-0.18611237343283715,True,,,,,,,,,False,False
Solyc01g103220,"Cytochrome c  IPR002327  Cytochrome c, class IA_ IB",-0.49809177442077057,True,,,,,,,,,False,False
Solyc01g103230,"Non-lysosomal glucosylceramidase  IPR014551  Beta-glucosidase, GBA2 type",-0.09571382711207968,True,,,,,,,,,False,False
Solyc01g103250,"Histone-lysine N-methyltransferase NSD3  IPR018144  Plus-3 domain, subgroup",-0.8801849124987402,True,-0.884545234851661,2.21349274395256e-09,1.01829831823242e-08,3.0,1.0106865258846127,-1.0106865258846127,3.46911593092473e-07,Solyc01g103250.2.1_S122,True,True
Solyc01g103370,"Ras-related protein Rab-1A  IPR003579  Ras small GTPase, Rab type",-0.002890325546869868,True,,,,,,,,,False,False
Solyc01g103380,Ras-related protein Rab-25  IPR015595  Rab11-related,-0.5493167828899117,True,,,,,,,,,False,False
Solyc01g103400,Unknown Protein,-0.29308501927490527,True,,,,,,,,,False,False
Solyc01g103410,Nucleic acid binding protein  IPR004087  K Homology,-0.047388256546757074,True,,,,4.0,0.8987901920809419,0.8987901920809419,1.1433270071035e-07,Solyc01g103410.2.1_S223;Solyc01g103410.2.1_S227;S229;Solyc01g103410.2.1_S36,False,True
Solyc01g103420,"Upf3 regulator of nonsense transcripts-like protein B  IPR005120  Regulator of nonsense-mediated decay, UPF3",-0.34141188409924067,True,,,,,,,,,False,False
Solyc01g103440,Phosphoribosylamine--glycine ligase  IPR000115  Phosphoribosylglycinamide synthetase,0.5064977795115265,True,,,,,,,,,False,False
Solyc01g103450,Chaperone DnaK  IPR012725  Chaperone DnaK,1.1014530617583127,True,1.1009258933964277,2.62340562558153e-12,3.04000380706241e-11,2.0,1.41130271093912,-1.41130271093912,5.09356659110272e-07,Solyc01g103450.2.1_S390;Solyc01g103450.2.1_T700,True,True
Solyc01g103480,"Coatomer subunit delta  IPR008968  Clathrin adaptor, mu subunit, C-terminal",-0.4955982410384623,True,,,,12.0,1.0169183947406701,1.0169183947406701,5.24802368056946e-08,Solyc01g103480.2.1_S186;Solyc01g103480.2.1_S186;S188;Solyc01g103480.2.1_S186;S189;Solyc01g103480.2.1_S188;Solyc01g103480.2.1_S188;S189;Solyc01g103480.2.1_S189;Solyc01g103480.2.1_T248,False,True
Solyc01g103510,Ribosomal protein L3-like  IPR000597  Ribosomal protein L3,-0.8519853878967882,True,-0.8517427999351335,3.83957067961902e-11,2.89695281837469e-10,,,,,,True,False
Solyc01g103540,YTH domain family 2 (Predicted)  IPR007275  YT521-B-like protein,-0.056298548673793206,True,,,,1.0,0.6500044098272036,0.6500044098272036,8.78131437959434e-06,Solyc01g103540.2.1_S176,False,True
Solyc01g103560,"tRNA pseudouridine synthase A  IPR001406  Pseudouridine synthase I, TruA",-0.1466267945202244,True,,,,,,,,,False,False
Solyc01g103670,Alpha_beta hydrolase fold-1 domain-containing protein,0.22737817719259296,True,,,,,,,,,False,False
Solyc01g103680,Coiled-coil domain containing 47  IPR012879  Protein of unknown function DUF1682,-0.20315854283963175,True,,,,,,,,,False,False
Solyc01g103690,"ATP-dependent RNA helicase A  IPR014001  DEAD-like helicase, N-terminal",0.07438725677387283,True,,,,,,,,,False,False
Solyc01g103710,"Fe_S biogenesis protein nfuA  IPR001075  NIF system FeS cluster assembly, NifU, C-terminal",1.0294292881200005,True,1.0318723536011514,1.54959425520408e-10,9.73342313798862e-10,,,,,,True,False
Solyc01g103740,"Ribosome biogenesis protein ERB1  IPR012953  BOP1, N-terminal",-0.8599535768537869,True,-0.8637610465322345,1.44408789127172e-09,6.99457938835044e-09,,,,,,True,False
Solyc01g103750,ATP phosphoribosyltransferase  IPR001348  Histidine biosynthesis HisG: ATP phosphoribosyltransferase,-0.188704318805739,True,,,,,,,,,False,False
Solyc01g103760,DUF803 domain membrane protein  IPR008521  Protein of unknown function DUF803,-0.12108583043499954,True,,,,1.0,0.7135356721640285,-0.7135356721640285,6.55224024802577e-06,Solyc01g103760.2.1_S347,False,True
Solyc01g103780,"TCP family transcription factor  IPR005333  Transcription factor, TCP",-0.48252377199547714,True,,,,,,,,,False,False
Solyc01g103800,40S ribosomal protein S12  IPR000530  Ribosomal protein S12e,-0.1954025769365927,True,,,,,,,,,False,False
Solyc01g103850,"Ubiquitin-like domain containing CTD phosphatase 1  IPR011943  HAD-superfamily hydrolase, subfamily IIID",-0.05814704331657217,True,,,,1.0,0.5978573335232558,0.5978573335232558,0.00084020161435211,Solyc01g103850.2.1_S82,False,True
Solyc01g103890,"Magnesium transporter MRS2-4  IPR002523  Mg2+ transporter protein, CorA-like",-0.16967009073931152,True,,,,,,,,,False,False
Solyc01g103910,"Phospholipase D  IPR011402  Phospholipase D, plant",-0.8133440732336732,True,-0.8151774448020133,5.02433589273128e-10,2.76852432824523e-09,,,,,,True,False
Solyc01g103920,"Ferredoxin I  IPR010241  Ferredoxin (2Fe-2S), plant",1.423355787362204,True,1.426717975829795,2.14765016955231e-09,9.90057816752124e-09,,,,,,True,False
Solyc01g103930,Transmembrane 9 superfamily protein member 3,-0.4045346924651117,True,,,,,,,,,False,False
Solyc01g103940,Serine_threonine protein kinase  IPR015740  Plant protein serine_threonine kinase-like,-0.7602328182714796,True,-0.7599864143339524,6.70141183593963e-12,6.61067129831647e-11,2.0,0.8216943491352255,0.8216943491352255,4.1443344166181e-07,Solyc01g103940.2.1_S150;S154;S158;Solyc01g103940.2.1_T301,True,True
Solyc01g103950,Thiamine-phosphate pyrophosphorylase_thiamine-phosphate pyrophosphorylase  IPR004399  Phosphomethylpyrimidine kinase type-2,-0.12323954602946598,True,,,,,,,,,False,False
Solyc01g103990,T-complex protein 11  IPR008862  T-complex 11,-0.6066098692527183,True,-0.6066370873855093,1.04972086094816e-09,5.30109034778823e-09,3.0,1.4752951617830115,1.4752951617830115,1.4612533334195e-09,Solyc01g103990.2.1_S29;Solyc01g103990.2.1_S48;Solyc01g103990.2.1_S86,True,True
Solyc01g104000,Serine hydroxymethyltransferase  IPR001085  Serine hydroxymethyltransferase,-0.19297192701950036,True,,,,4.0,0.790869199640805,0.790869199640805,9.64115603745598e-07,Solyc01g104000.2.1_S101;Solyc01g104000.2.1_S48;T52;Solyc01g104000.2.1_T52,False,True
Solyc01g104020,Embryo-specific 3  IPR010417  Embryo-specific 3,0.31254620049065784,True,,,,,,,,,False,False
Solyc01g104040,UDP-glucose glycoprotein glucosyltransferase  IPR009448  UDP-glucose:Glycoprotein Glucosyltransferase,-0.19584379201820998,True,,,,,,,,,False,False
Solyc01g104050,Receptor-like kinase  IPR002290  Serine_threonine protein kinase,0.19793295041432624,True,,,,4.0,0.932931691637288,0.932931691637288,9.90997734431521e-08,Solyc01g104050.2.1_S529;Solyc01g104050.2.1_T284,False,True
Solyc01g104060,"Aminomethyltransferase  IPR006222  Glycine cleavage T-protein, N-terminal",0.04583929086609532,True,,,,,,,,,False,False
Solyc01g104070,Importin beta  IPR011989  Armadillo-like helical,-0.39513594698134075,True,,,,,,,,,False,False
Solyc01g104130,Oxidoreductase 2OG-Fe(II) oxygenase family protein-like  IPR005123  Oxoglutarate and iron-dependent oxygenase,0.2462299816473282,True,,,,,,,,,False,False
Solyc01g104140,"Phosphatidylinositol-4-phosphate 5-kinase family protein  IPR017163  Phosphatidylinositol-4-phosphate 5-kinase, plant",0.18306152522691685,True,,,,9.0,1.4827969205260163,-1.4827969205260163,2.18049262937097e-09,Solyc01g104140.2.1_S211;Solyc01g104140.2.1_S223;S227;Solyc01g104140.2.1_S224;S227;Solyc01g104140.2.1_S224;S229;Solyc01g104140.2.1_S225;S229;Solyc01g104140.2.1_S239;S243;S244;Solyc01g104140.2.1_S269,False,True
Solyc01g104160,Uncharacterised protein At1g10890,-0.19906609255206317,True,,,,,,,,,False,False
Solyc01g104170,Ankyrin repeat domain-containing protein 2  IPR002110  Ankyrin,-0.25073770140669543,True,,,,,,,,,False,False
Solyc01g104190,Unknown Protein,-0.405714365323954,True,,,,4.0,1.2858060226097585,1.2858060226097585,8.37399893899948e-09,Solyc01g104190.2.1_S132;Solyc01g104190.2.1_T133,False,True
Solyc01g104210,Elongation of very long chain fatty acids protein 4  IPR002076  GNS1_SUR4 membrane protein,0.981497319229215,True,0.9840864436064872,1.05917099676166e-08,4.05073658314014e-08,,,,,,True,False
Solyc01g104220,Transmembrane emp24 domain-containing protein 10  IPR000348  emp24_gp25L_p24,0.35698495121154056,True,,,,,,,,,False,False
Solyc01g104270,Os12g0283800 protein (Fragment),0.09229461051107547,True,,,,,,,,,False,False
Solyc01g104300,Unknown Protein  IPR006927  Protein of unknown function DUF639,0.48377999531789784,True,,,,,,,,,False,False
Solyc01g104310,Patatin-like phospholipase domain-containing protein  IPR002641  Patatin,0.0817974768162767,True,,,,,,,,,False,False
Solyc01g104320,PAP fibrillin  IPR006843  PAP fibrillin,-0.21692971451930457,True,,,,,,,,,False,False
Solyc01g104370,60S acidic ribosomal protein P1  IPR001813  Ribosomal protein 60S,-0.6595548834709102,True,-0.6599651014855865,4.18788881239576e-10,2.34838837631378e-09,4.0,1.012735663153589,1.012735663153589,1.77608406696343e-07,Solyc01g104370.2.1_S102;Solyc01g104370.2.1_S102;S109,True,True
Solyc01g104380,Blue copper protein  IPR003245  Plastocyanin-like,1.0394260011183558,True,1.0384469754180659,3.92504142825978e-09,1.6755892514108e-08,,,,,,True,False
Solyc01g104400,Blue copper protein  IPR003245  Plastocyanin-like,-1.0152690898313235,True,-1.0077253200632132,6.80891866672427e-06,1.43024053530113e-05,,,,,,True,False
Solyc01g104460,"Partner of Y14 and mago  IPR015362  Exon junction complex, Pym",-0.19521069335220073,True,,,,,,,,,False,False
Solyc01g104470,mRNA turnover protein 4 homolog,-0.337335622259067,True,,,,,,,,,False,False
Solyc01g104480,Unknown Protein,0.14872528609925165,True,,,,,,,,,False,False
Solyc01g104510,"Histone-binding protein RBBP7  IPR020472  G-protein beta WD-40 repeat, region",-0.3987763222352245,True,,,,,,,,,False,False
Solyc01g104530,Protein serine_threonine kinase  IPR002290  Serine_threonine protein kinase,-0.24272370846793012,True,,,,12.0,2.0401123244163797,2.0401123244163797,4.94052896454572e-11,Solyc01g104530.2.1_S262;Solyc01g104530.2.1_S262;S268;Solyc01g104530.2.1_S358;Solyc01g104530.2.1_S391;Solyc01g104530.2.1_S46;Solyc01g104530.2.1_T56,False,True
Solyc01g104560,Pinin_SDK_memA protein  IPR006786  Pinin_SDK_memA protein,-0.15498310930008916,True,,,,,,,,,False,False
Solyc01g104590,"Ribosomal protein L3  IPR019926  Ribosomal protein L3, conserved site  IPR000597  Ribosomal protein L3",-0.7631798086170899,True,-0.7646865881760839,3.4233278761085e-09,1.48205251645652e-08,2.0,1.4902404259005926,1.4902404259005926,2.05102491968951e-07,Solyc01g104590.2.1_T234;T239,True,True
Solyc01g104600,"COP9 signalosome complex subunit 8  IPR019280  COP9 signalosome, subunit CSN8",0.14451437128355227,True,,,,,,,,,False,False
Solyc01g104650,BZIP transcription factor  IPR011700  Basic leucine zipper,0.7232052777156597,True,0.723086881601003,4.77653499912462e-12,5.00045265868311e-11,1.0,0.5853924374685968,0.5853924374685968,6.27566180109514e-06,Solyc01g104650.2.1_S39,True,True
Solyc01g104660,Exocyst subunit Exo70-interacting protein Roh1 (Fragment)  IPR008511  Protein of unknown function DUF793,0.5829222806787383,True,,,,,,,,,False,False
Solyc01g104700,"GTP-binding nuclear protein Ran-A1  IPR018210  GTP-binding nuclear protein, Ran, conserved site  IPR002041  Ran GTPase",-0.11232021901884988,True,,,,,,,,,False,False
Solyc01g104740,"Multiprotein bridging factor 1  IPR013729  Multiprotein bridging factor 1, N-terminal",0.7511920670554442,True,0.7739945628939694,1.54813186748674e-05,3.05909204940466e-05,,,,,,True,False
Solyc01g104770,Actin  IPR004000  Actin_actin-like,-0.5606088295917719,True,,,,,,,,,False,False
Solyc01g104840,"RNA-binding protein RZ-1  IPR012677  Nucleotide-binding, alpha-beta plait",-0.38843899474792903,True,,,,,,,,,False,False
Solyc01g104850,"Serine carboxypeptidase F13S12.6  IPR001563  Peptidase S10, serine carboxypeptidase",-0.7738734376834517,True,-0.7724233492171608,2.7237289482953e-07,7.50651252479028e-07,,,,,,True,False
Solyc01g104880,Phosphatidylserine decarboxylase proenzyme 2  IPR005221  Phosphatidylserine decarboxylase,-0.2994432004699371,True,,,,3.0,1.1579845197600893,1.1579845197600893,2.23442879458127e-08,Solyc01g104880.2.1_S12;Solyc01g104880.2.1_S15;Solyc01g104880.2.1_S46,False,True
Solyc01g104900,NAC domain protein IPR003441 protein,-1.0226077509639375,True,-1.0244090767654683,2.98401102034871e-11,2.32852413949599e-10,,,,,,True,False
Solyc01g104920,"26S protease regulatory subunit 8 homolog  IPR003959  ATPase, AAA-type, core",-0.12377939492134822,True,,,,,,,,,False,False
Solyc01g104950,"Alpha-L-arabinofuranosidase_beta-D-xylosidase  IPR001764  Glycoside hydrolase, family 3, N-terminal",0.3833491961400504,True,,,,,,,,,False,False
Solyc01g104970,"Receptor like kinase, RLK",-0.4988873698735007,True,,,,,,,,,False,False
Solyc01g105020,Phosphatase PTC7 homolog  IPR001932  Protein phosphatase 2C-related,-0.7677055961787225,True,-0.7690732037017954,1.47499091656484e-08,5.41276600595718e-08,,,,,,True,False
Solyc01g105030,"Chlorophyll a-b binding protein, chloroplastic  IPR001344  Chlorophyll A-B binding protein",-3.471439235578626,True,-3.4692526439690923,8.01420570285968e-14,1.6928345712923e-12,3.0,2.776541315432437,2.776541315432437,1.90685285324414e-10,Solyc01g105030.2.1_T206,True,True
Solyc01g105050,"Chlorophyll a-b binding protein, chloroplastic  IPR001344  Chlorophyll A-B binding protein",-3.7628238165376224,True,-3.7603235187508104,4.16797908412101e-13,6.56826207440914e-12,,,,,,True,False
Solyc01g105060,(3R)-hydroxymyristoyl- dehydratase FabZ,-0.32699179157129415,True,,,,,,,,,False,False
Solyc01g105070,"Peroxidase  IPR002016  Haem peroxidase, plant_fungal_bacterial",-0.4476313389903987,True,,,,,,,,,False,False
Solyc01g105100,Endoplasmic reticulum-Golgi intermediate compartment protein 3  IPR012936  Protein of unknown function DUF1692,0.12037848381547825,True,,,,,,,,,False,False
Solyc01g105130,SKIP interacting protein 15,-0.02327132087492175,True,,,,,,,,,False,False
Solyc01g105140,"RNA-binding protein  IPR012677  Nucleotide-binding, alpha-beta plait",0.025759300917138062,True,,,,3.0,1.0370923744507494,1.0370923744507494,0.000538311179043047,Solyc01g105140.2.1_S143;Solyc01g105140.2.1_S229;T231;Solyc01g105140.2.1_S234;S236,False,True
Solyc01g105150,Potassium transporter family protein  IPR003855  K+ potassium transporter,-0.1407308909480462,True,,,,,,,,,False,False
Solyc01g105160,"Copper-transporting P-type ATPase  IPR006403  ATPase, P type, cation_copper-transporter",-0.05289084477955959,True,,,,,,,,,False,False
Solyc01g105170,"Copper-exporting P-type ATPase A  IPR001757  ATPase, P-type, K_Mg_Cd_Cu_Zn_Na_Ca_Na_H-transporter",0.014929463639197551,True,,,,1.0,0.7053194720967356,0.7053194720967356,9.71265206857002e-06,Solyc01g105170.2.1_S98,False,True
Solyc01g105240,"Ubiquitin carboxyl-terminal hydrolase  IPR001394  Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2",0.0714949575063901,True,,,,4.0,0.9963665567188974,0.9963665567188974,5.25425895573541e-08,Solyc01g105240.2.1_S142;Solyc01g105240.2.1_T141;S142,False,True
Solyc01g105280,Protein phosphatase 2C-like  IPR015655  Protein phosphatase 2C,0.5589159359709279,True,,,,1.0,0.6050383270547147,-0.6050383270547147,7.60590753646256e-05,Solyc01g105280.2.1_T169,False,True
Solyc01g105340,Chaperone protein dnaJ  IPR012724  Chaperone DnaJ,1.3568696656700905,True,1.3583532569426882,3.04253196775657e-13,4.99495081018337e-12,,,,,,True,False
Solyc01g105370,"Enoyl-(Acyl-carrier-protein) reductase II  IPR004136  2-nitropropane dioxygenase, NPD",0.33333470108593527,True,,,,,,,,,False,False
Solyc01g105410,Os06g0220000 protein (Fragment)  IPR006766  Phosphate-induced protein 1 conserved region,-0.12104519055966814,True,,,,,,,,,False,False
Solyc01g105420,"Phospho-2-dehydro-3-deoxyheptonate aldolase 2  IPR002480  DAHP synthetase, class II",0.7819217822889288,True,0.781239910245071,2.7387118591347e-11,2.1656290928816e-10,,,,,,True,False
